Player,Table Points,Player_Score,Rank,Simulation
Sam,67,1461.0,2,93
Matt,66,1578.0,3,93
Mike,61,1417.0,4,93
Andy,57,1510.0,5,93
Tim,55,1511.0,6,93
Mikey,44,1441.0,7,93
Karl,44,1417.0,8,93
John,38,1268.0,9,93
Dove,31,1420.0,10,93
Dove,65,1588.0,1,94
Matt,60,1567.0,2,94
Tim,60,1535.0,3,94
Mikey,59,1457.0,4,94
Sam,55,1409.0,5,94
John,49,1353.0,6,94
Andy,48,1502.0,7,94
Nick,48,1463.0,8,94
Karl,44,1512.0,9,94
Mike,44,1440.0,10,94
Tim,71,1640.0,1,95
Andy,66,1680.0,2,95
Nick,58,1502.0,3,95
Mike,58,1449.0,4,95
Mikey,52,1434.0,5,95
Dove,49,1536.0,6,95
Karl,49,1497.0,7,95
Sam,49,1459.0,8,95
Matt,44,1547.0,9,95
John,34,1326.0,10,95
Nick,72,1468.0,1,96
Tim,67,1600.0,2,96
Sam,61,1519.0,3,96
Mike,56,1385.0,4,96
Matt,54,1561.0,5,96
Andy,51,1538.0,6,96
Karl,45,1532.0,7,96
Dove,45,1431.0,8,96
John,41,1339.0,9,96
Mikey,40,1378.0,10,96
Mike,65,1477.0,1,97
Mikey,62,1429.0,2,97
Tim,61,1569.0,3,97
Andy,60,1556.0,4,97
Karl,56,1513.0,5,97
Nick,52,1434.0,6,97
Matt,51,1530.0,7,97
Sam,48,1350.0,8,97
John,44,1226.0,9,97
Dove,33,1455.0,10,97
Sam,64,1498.0,1,98
Nick,60,1586.0,2,98
Andy,60,1573.0,3,98
Mikey,59,1479.0,4,98
Tim,58,1557.0,5,98
Matt,57,1567.0,6,98
Dove,48,1482.0,7,98
Karl,44,1578.0,8,98
Mike,43,1413.0,9,98
John,40,1314.0,10,98
Matt,60,1563.0,1,99
Tim,58,1599.0,2,99
John,58,1429.0,3,99
Nick,57,1561.0,4,99
Andy,56,1601.0,5,99
Mike,56,1459.0,6,99
Sam,54,1467.0,7,99
Mikey,50,1427.0,8,99
Karl,42,1461.0,9,99
Dove,41,1470.0,10,99
Nick,69,1467.0,1,100
Andy,63,1630.0,2,100
Sam,63,1525.0,3,100
Mike,61,1446.0,4,100
Matt,59,1572.0,5,100
Dove,53,1526.0,6,100
Tim,46,1526.0,7,100
Karl,42,1449.0,8,100
Mikey,41,1382.0,9,100
John,37,1273.0,10,100
Sam,67,1469.0,1,101
Tim,62,1507.0,2,101
Mike,59,1546.0,3,101
Andy,57,1594.0,4,101
Matt,54,1501.0,5,101
Nick,54,1403.0,6,101
Karl,48,1512.0,7,101
John,47,1282.0,8,101
Mikey,44,1433.0,9,101
Dove,39,1403.0,10,101
Tim,64,1593.0,1,102
Nick,64,1516.0,2,102
Andy,63,1608.0,3,102
John,58,1253.0,4,102
Mike,56,1494.0,5,102
Sam,54,1509.0,6,102
Matt,50,1585.0,7,102
Dove,45,1496.0,8,102
Mikey,41,1373.0,9,102
Karl,38,1495.0,10,102
Matt,63,1601.0,1,103
Andy,63,1597.0,2,103
Dove,60,1571.0,3,103
Sam,58,1496.0,4,103
Tim,56,1566.0,5,103
Mike,52,1445.0,6,103
John,49,1315.0,7,103
Mikey,46,1399.0,8,103
Karl,44,1500.0,9,103
Nick,42,1456.0,10,103
Andy,70,1652.0,1,104
Tim,61,1565.0,2,104
Matt,60,1602.0,3,104
Mike,56,1436.0,4,104
John,55,1366.0,5,104
Nick,51,1457.0,6,104
Sam,50,1450.0,7,104
Dove,45,1480.0,8,104
Mikey,44,1474.0,9,104
Karl,38,1538.0,10,104
Nick,69,1517.0,1,105
Matt,62,1576.0,2,105
Mikey,58,1449.0,3,105
Tim,52,1505.0,4,105
Mike,52,1413.0,5,105
Andy,51,1628.0,6,105
Sam,51,1426.0,7,105
Karl,50,1499.0,8,105
John,46,1314.0,9,105
Dove,44,1514.0,10,105
Matt,74,1657.0,1,106
Tim,73,1625.0,2,106
Nick,61,1525.0,3,106
Karl,53,1571.0,4,106
John,52,1270.0,5,106
Mikey,49,1437.0,6,106
Andy,48,1475.0,7,106
Mike,43,1437.0,8,106
Dove,42,1444.0,9,106
Sam,39,1375.0,10,106
Nick,66,1539.0,1,107
Mike,64,1587.0,2,107
Matt,60,1587.0,3,107
Dove,56,1580.0,4,107
Sam,56,1500.0,5,107
Tim,53,1549.0,6,107
Mikey,52,1514.0,7,107
Andy,49,1682.0,8,107
John,40,1240.0,9,107
Karl,35,1530.0,10,107
Matt,70,1599.0,1,108
Mike,61,1485.0,2,108
Mikey,58,1476.0,3,108
Andy,54,1529.0,4,108
John,52,1368.0,5,108
Nick,51,1526.0,6,108
Tim,50,1561.0,7,108
Dove,47,1570.0,8,108
Sam,47,1452.0,9,108
Karl,41,1505.0,10,108
Dove,65,1587.0,1,109
Nick,63,1451.0,2,109
Matt,60,1652.0,3,109
Tim,56,1558.0,4,109
Sam,54,1463.0,5,109
Andy,53,1517.0,6,109
Mike,53,1447.0,7,109
Karl,50,1487.0,8,109
Mikey,45,1421.0,9,109
John,32,1226.0,10,109
Tim,70,1607.0,1,110
Sam,61,1513.0,2,110
Matt,56,1591.0,3,110
Andy,55,1526.0,4,110
Mike,55,1409.0,5,110
Dove,50,1514.0,6,110
Nick,49,1491.0,7,110
Mikey,48,1393.0,8,110
John,47,1214.0,9,110
Karl,41,1484.0,10,110
Matt,72,1620.0,1,111
Nick,57,1475.0,2,111
Mike,55,1383.0,3,111
Andy,54,1557.0,4,111
Sam,54,1378.0,5,111
Tim,53,1535.0,6,111
Dove,50,1496.0,7,111
Mikey,49,1419.0,8,111
John,46,1348.0,9,111
Karl,44,1473.0,10,111
Matt,62,1614.0,1,112
Tim,61,1600.0,2,112
Andy,60,1637.0,3,112
Sam,60,1476.0,4,112
Mike,59,1537.0,5,112
Nick,57,1410.0,6,112
John,49,1385.0,7,112
Mikey,49,1368.0,8,112
Karl,42,1465.0,9,112
Dove,35,1481.0,10,112
Tim,67,1633.0,1,113
Matt,63,1610.0,2,113
Nick,58,1487.0,3,113
Karl,55,1585.0,4,113
Andy,54,1566.0,5,113
Sam,52,1466.0,6,113
Mike,49,1389.0,7,113
John,47,1300.0,8,113
Mikey,46,1418.0,9,113
Dove,41,1491.0,10,113
Tim,67,1552.0,1,114
Matt,66,1574.0,2,114
Mike,62,1457.0,3,114
Andy,57,1553.0,4,114
Mikey,52,1428.0,5,114
Sam,51,1440.0,6,114
John,46,1328.0,7,114
Dove,45,1513.0,8,114
Karl,44,1460.0,9,114
Nick,43,1393.0,10,114
Nick,72,1493.0,1,115
Matt,65,1674.0,2,115
Andy,61,1632.0,3,115
Tim,58,1579.0,4,115
Dove,53,1538.0,5,115
Mike,52,1529.0,6,115
Mikey,48,1457.0,7,115
Sam,48,1451.0,8,115
John,46,1353.0,9,115
Karl,30,1428.0,10,115
Andy,78,1690.0,1,116
Matt,67,1688.0,2,116
Tim,58,1492.0,3,116
Nick,57,1509.0,4,116
Mike,56,1427.0,5,116
Sam,52,1429.0,6,116
Dove,50,1574.0,7,116
Mikey,44,1413.0,8,116
Karl,37,1488.0,9,116
John,32,1215.0,10,116
Matt,68,1686.0,1,117
Sam,63,1394.0,2,117
Nick,58,1513.0,3,117
Andy,57,1516.0,4,117
Mikey,55,1428.0,5,117
Dove,53,1500.0,6,117
Mike,52,1417.0,7,117
John,47,1344.0,8,117
Tim,46,1503.0,9,117
Karl,35,1437.0,10,117
Tim,67,1682.0,1,118
John,62,1348.0,2,118
Matt,60,1626.0,3,118
Andy,55,1602.0,4,118
Mikey,55,1421.0,5,118
Mike,52,1386.0,6,118
Nick,46,1489.0,7,118
Sam,46,1445.0,8,118
Karl,45,1424.0,9,118
Dove,44,1382.0,10,118
Andy,66,1608.0,1,119
Tim,65,1582.0,2,119
Matt,63,1633.0,3,119
Mike,58,1440.0,4,119
Nick,57,1503.0,5,119
Sam,54,1472.0,6,119
Mikey,50,1478.0,7,119
John,49,1316.0,8,119
Dove,36,1403.0,9,119
Karl,35,1428.0,10,119
Mikey,70,1456.0,1,120
Mike,62,1465.0,2,120
Nick,60,1530.0,3,120
Sam,57,1468.0,4,120
Tim,56,1515.0,5,120
Andy,55,1493.0,6,120
John,53,1352.0,7,120
Dove,50,1560.0,8,120
Matt,44,1548.0,9,120
Karl,26,1398.0,10,120
Tim,68,1579.0,1,121
Andy,63,1579.0,2,121
Matt,62,1613.0,3,121
Sam,60,1453.0,4,121
Nick,54,1480.0,5,121
Karl,47,1495.0,6,121
Mikey,47,1394.0,7,121
Dove,47,1340.0,8,121
John,47,1290.0,9,121
Mike,38,1441.0,10,121
Tim,71,1612.0,1,122
Sam,66,1448.0,2,122
Mikey,56,1472.0,3,122
Nick,55,1482.0,4,122
Andy,54,1605.0,5,122
Dove,53,1600.0,6,122
Karl,47,1493.0,7,122
Mike,46,1407.0,8,122
Matt,44,1522.0,9,122
John,41,1258.0,10,122
Tim,65,1661.0,1,123
Matt,62,1621.0,2,123
Mike,62,1508.0,3,123
Mikey,59,1531.0,4,123
Andy,58,1675.0,5,123
Nick,55,1509.0,6,123
Dove,50,1586.0,7,123
Sam,42,1416.0,8,123
John,40,1307.0,9,123
Karl,39,1427.0,10,123
Matt,65,1586.0,1,124
Mikey,58,1433.0,2,124
Mike,56,1406.0,3,124
Andy,55,1544.0,4,124
Tim,55,1496.0,5,124
Karl,53,1554.0,6,124
Nick,52,1422.0,7,124
Sam,50,1445.0,8,124
John,44,1312.0,9,124
Dove,42,1534.0,10,124
Tim,64,1595.0,1,125
Nick,64,1483.0,2,125
Matt,62,1638.0,3,125
Andy,58,1636.0,4,125
Mike,53,1440.0,5,125
Sam,49,1377.0,6,125
Karl,48,1541.0,7,125
Dove,46,1496.0,8,125
Mikey,46,1456.0,9,125
John,41,1299.0,10,125
Andy,71,1684.0,1,126
Matt,65,1615.0,2,126
Tim,62,1580.0,3,126
Nick,57,1486.0,4,126
Dove,53,1616.0,5,126
Sam,52,1396.0,6,126
Mikey,50,1439.0,7,126
Karl,48,1486.0,8,126
Mike,40,1372.0,9,126
John,34,1246.0,10,126
Mike,64,1440.0,1,127
Sam,63,1448.0,2,127
Matt,59,1609.0,3,127
Andy,57,1591.0,4,127
Nick,57,1465.0,5,127
Tim,51,1576.0,6,127
John,50,1306.0,7,127
Karl,47,1456.0,8,127
Mikey,46,1437.0,9,127
Dove,39,1385.0,10,127
Andy,69,1665.0,1,128
Matt,68,1585.0,2,128
Mikey,58,1429.0,3,128
John,55,1335.0,4,128
Karl,53,1475.0,5,128
Mike,52,1390.0,6,128
Nick,51,1395.0,7,128
Tim,49,1578.0,8,128
Sam,45,1411.0,9,128
Dove,35,1456.0,10,128
Tim,61,1545.0,1,129
Mike,61,1502.0,2,129
Andy,60,1564.0,3,129
Nick,59,1490.0,4,129
Matt,56,1592.0,5,129
Sam,55,1415.0,6,129
Mikey,51,1432.0,7,129
John,44,1293.0,8,129
Karl,43,1459.0,9,129
Dove,41,1476.0,10,129
Matt,71,1628.0,1,130
Sam,67,1547.0,2,130
Nick,61,1472.0,3,130
John,58,1323.0,4,130
Mikey,56,1405.0,5,130
Andy,54,1548.0,6,130
Tim,50,1511.0,7,130
Mike,47,1344.0,8,130
Dove,42,1493.0,9,130
Karl,26,1401.0,10,130
Mikey,69,1569.0,1,131
Andy,67,1613.0,2,131
Nick,63,1413.0,3,131
Tim,58,1559.0,4,131
Mike,53,1464.0,5,131
Matt,52,1516.0,6,131
Sam,48,1380.0,7,131
John,47,1292.0,8,131
Dove,38,1495.0,9,131
Karl,36,1467.0,10,131
Andy,64,1587.0,1,132
Matt,62,1565.0,2,132
Tim,59,1565.0,3,132
Sam,58,1448.0,4,132
Mikey,56,1447.0,5,132
Nick,54,1503.0,6,132
Mike,53,1480.0,7,132
Karl,44,1448.0,8,132
John,43,1338.0,9,132
Dove,38,1403.0,10,132
Matt,78,1686.0,1,133
Mikey,62,1402.0,2,133
Mike,61,1519.0,3,133
Tim,59,1511.0,4,133
Andy,55,1565.0,5,133
Sam,51,1378.0,6,133
Nick,48,1396.0,7,133
John,46,1299.0,8,133
Dove,38,1387.0,9,133
Karl,35,1433.0,10,133
Matt,69,1632.0,1,134
Andy,60,1570.0,2,134
Mikey,59,1449.0,3,134
Tim,58,1536.0,4,134
Sam,54,1428.0,5,134
Dove,53,1549.0,6,134
Nick,51,1447.0,7,134
Mike,50,1443.0,8,134
John,47,1282.0,9,134
Karl,32,1440.0,10,134
Nick,65,1547.0,1,135
John,64,1324.0,2,135
Tim,63,1569.0,3,135
Karl,54,1493.0,4,135
Mike,53,1477.0,5,135
Andy,50,1488.0,6,135
Matt,48,1525.0,7,135
Mikey,46,1447.0,8,135
Dove,44,1545.0,9,135
Sam,43,1430.0,10,135
Tim,67,1585.0,1,136
Matt,62,1621.0,2,136
Sam,58,1479.0,3,136
Andy,57,1590.0,4,136
Nick,53,1406.0,5,136
John,53,1354.0,6,136
Mike,50,1499.0,7,136
Dove,47,1540.0,8,136
Mikey,44,1424.0,9,136
Karl,40,1522.0,10,136
Tim,65,1586.0,1,137
Andy,58,1558.0,2,137
Mike,58,1451.0,3,137
Sam,57,1476.0,4,137
Matt,56,1586.0,5,137
Nick,51,1525.0,6,137
John,50,1317.0,7,137
Karl,47,1519.0,8,137
Mikey,47,1476.0,9,137
Dove,44,1432.0,10,137
Nick,64,1476.0,1,138
Sam,63,1463.0,2,138
Matt,61,1611.0,3,138
Tim,59,1514.0,4,138
Andy,54,1584.0,5,138
Mike,52,1523.0,6,138
Dove,48,1575.0,7,138
John,48,1374.0,8,138
Karl,41,1469.0,9,138
Mikey,41,1429.0,10,138
Matt,65,1624.0,1,139
Sam,64,1468.0,2,139
Mike,58,1470.0,3,139
John,58,1328.0,4,139
Andy,54,1519.0,5,139
Tim,52,1471.0,6,139
Mikey,50,1432.0,7,139
Nick,49,1379.0,8,139
Karl,47,1503.0,9,139
Dove,36,1393.0,10,139
Mike,67,1504.0,1,140
Nick,66,1528.0,2,140
Sam,63,1402.0,3,140
Matt,62,1587.0,4,140
Tim,58,1591.0,5,140
Andy,51,1524.0,6,140
Karl,50,1525.0,7,140
Mikey,49,1418.0,8,140
Dove,38,1520.0,9,140
John,31,1258.0,10,140
Nick,60,1511.0,1,141
Tim,58,1609.0,2,141
John,58,1309.0,3,141
Andy,57,1613.0,4,141
Matt,56,1583.0,5,141
Mike,56,1476.0,6,141
Dove,53,1523.0,7,141
Mikey,49,1442.0,8,141
Sam,46,1391.0,9,141
Karl,41,1443.0,10,141
Nick,66,1528.0,1,142
Sam,60,1400.0,2,142
Mike,59,1550.0,3,142
Andy,57,1650.0,4,142
Dove,56,1490.0,5,142
Tim,53,1516.0,6,142
Mikey,47,1400.0,7,142
Matt,46,1481.0,8,142
Karl,44,1492.0,9,142
John,44,1229.0,10,142
Andy,71,1692.0,1,143
Sam,60,1477.0,2,143
Matt,57,1653.0,3,143
Nick,57,1508.0,4,143
Dove,53,1583.0,5,143
Mike,52,1444.0,6,143
Mikey,52,1417.0,7,143
Tim,46,1523.0,8,143
Karl,45,1443.0,9,143
John,40,1250.0,10,143
Andy,70,1634.0,1,144
Nick,66,1489.0,2,144
Matt,65,1567.0,3,144
Sam,58,1503.0,4,144
Tim,52,1568.0,5,144
Mike,50,1497.0,6,144
Mikey,46,1469.0,7,144
Dove,45,1544.0,8,144
John,43,1294.0,9,144
Karl,38,1500.0,10,144
Sam,67,1501.0,1,145
Andy,59,1630.0,2,145
Mike,59,1473.0,3,145
Karl,53,1530.0,4,145
Tim,52,1498.0,5,145
Matt,51,1573.0,6,145
Nick,51,1473.0,7,145
Dove,47,1497.0,8,145
Mikey,47,1435.0,9,145
John,46,1311.0,10,145
Matt,71,1675.0,1,146
Mike,67,1544.0,2,146
Andy,61,1618.0,3,146
Tim,59,1589.0,4,146
Mikey,50,1406.0,5,146
Sam,48,1488.0,6,146
Karl,47,1477.0,7,146
Nick,45,1422.0,8,146
John,42,1363.0,9,146
Dove,41,1513.0,10,146
Tim,79,1619.0,1,147
Andy,63,1652.0,2,147
Matt,59,1562.0,3,147
Sam,55,1411.0,4,147
Nick,52,1478.0,5,147
Mike,52,1462.0,6,147
Karl,51,1475.0,7,147
Mikey,44,1433.0,8,147
Dove,40,1428.0,9,147
John,37,1313.0,10,147
Tim,73,1648.0,1,148
Nick,63,1477.0,2,148
Matt,61,1599.0,3,148
Mike,53,1427.0,4,148
Mikey,52,1436.0,5,148
Andy,51,1519.0,6,148
Sam,50,1432.0,7,148
John,49,1365.0,8,148
Dove,40,1508.0,9,148
Karl,39,1497.0,10,148
Matt,68,1539.0,1,149
Andy,66,1606.0,2,149
Sam,61,1529.0,3,149
Nick,58,1454.0,4,149
Mikey,55,1453.0,5,149
Mike,54,1420.0,6,149
Tim,52,1495.0,7,149
Karl,43,1486.0,8,149
John,43,1352.0,9,149
Dove,32,1430.0,10,149
Nick,62,1538.0,1,150
Matt,57,1567.0,2,150
Sam,57,1467.0,3,150
Mikey,56,1432.0,4,150
Tim,55,1544.0,5,150
Andy,52,1608.0,6,150
John,52,1347.0,7,150
Mike,50,1446.0,8,150
Dove,48,1505.0,9,150
Karl,39,1523.0,10,150
Andy,66,1581.0,1,151
Nick,64,1496.0,2,151
Matt,63,1673.0,3,151
Tim,62,1540.0,4,151
Sam,51,1427.0,5,151
Mike,51,1342.0,6,151
Mikey,50,1445.0,7,151
Karl,44,1516.0,8,151
John,41,1201.0,9,151
Dove,39,1459.0,10,151
Mikey,64,1488.0,1,152
John,60,1377.0,2,152
Sam,57,1510.0,3,152
Dove,57,1507.0,4,152
Matt,56,1573.0,5,152
Andy,53,1597.0,6,152
Tim,53,1536.0,7,152
Mike,50,1448.0,8,152
Karl,45,1497.0,9,152
Nick,36,1398.0,10,152
Matt,66,1587.0,1,153
Nick,62,1489.0,2,153
Tim,61,1593.0,3,153
Dove,56,1564.0,4,153
Andy,55,1530.0,5,153
Sam,54,1400.0,6,153
Mikey,52,1436.0,7,153
Karl,47,1499.0,8,153
Mike,46,1351.0,9,153
John,34,1256.0,10,153
Matt,68,1589.0,1,154
John,59,1368.0,2,154
Mike,56,1426.0,3,154
Dove,52,1554.0,4,154
Tim,52,1518.0,5,154
Nick,52,1422.0,6,154
Mikey,52,1392.0,7,154
Andy,51,1534.0,8,154
Sam,49,1394.0,9,154
Karl,41,1432.0,10,154
Andy,69,1621.0,1,155
Nick,63,1478.0,2,155
Sam,63,1473.0,3,155
Tim,58,1595.0,4,155
Matt,56,1569.0,5,155
Mikey,55,1431.0,6,155
Mike,53,1415.0,7,155
John,46,1262.0,8,155
Dove,45,1519.0,9,155
Karl,26,1365.0,10,155
Mike,77,1592.0,1,156
Tim,62,1527.0,2,156
Sam,57,1499.0,3,156
Mikey,56,1422.0,4,156
Andy,55,1616.0,5,156
Nick,54,1448.0,6,156
John,47,1323.0,7,156
Matt,45,1441.0,8,156
Dove,44,1469.0,9,156
Karl,35,1465.0,10,156
Matt,71,1574.0,1,157
Tim,70,1619.0,2,157
Nick,65,1513.0,3,157
Andy,60,1642.0,4,157
Sam,54,1453.0,5,157
Mike,50,1465.0,6,157
Dove,42,1486.0,7,157
Karl,40,1459.0,8,157
Mikey,39,1406.0,9,157
John,38,1307.0,10,157
Matt,68,1638.0,1,158
Tim,65,1475.0,2,158
Andy,57,1673.0,3,158
Mikey,56,1423.0,4,158
John,52,1331.0,5,158
Mike,50,1439.0,6,158
Sam,50,1412.0,7,158
Dove,47,1503.0,8,158
Karl,45,1492.0,9,158
Nick,42,1431.0,10,158
Andy,63,1553.0,1,159
Mikey,62,1433.0,2,159
Mike,58,1476.0,3,159
Tim,56,1572.0,4,159
Nick,56,1514.0,5,159
Sam,54,1502.0,6,159
Matt,53,1571.0,7,159
Dove,50,1534.0,8,159
John,40,1286.0,9,159
Karl,39,1419.0,10,159
Nick,78,1564.0,1,160
Matt,62,1507.0,2,160
Mikey,61,1435.0,3,160
Andy,57,1495.0,4,160
Mike,55,1463.0,5,160
Tim,52,1470.0,6,160
Sam,48,1450.0,7,160
Dove,44,1448.0,8,160
John,40,1301.0,9,160
Karl,38,1453.0,10,160
Matt,75,1597.0,1,161
Nick,61,1483.0,2,161
Sam,60,1496.0,3,161
Mike,55,1401.0,4,161
Andy,54,1553.0,5,161
Mikey,53,1387.0,6,161
Dove,50,1557.0,7,161
Tim,43,1527.0,8,161
John,43,1311.0,9,161
Karl,39,1492.0,10,161
Matt,68,1655.0,1,162
Tim,67,1551.0,2,162
Andy,63,1650.0,3,162
Nick,58,1494.0,4,162
Mikey,56,1418.0,5,162
Sam,51,1445.0,6,162
Mike,49,1467.0,7,162
Dove,47,1506.0,8,162
John,43,1251.0,9,162
Karl,32,1410.0,10,162
Sam,66,1473.0,1,163
Mike,64,1510.0,2,163
Matt,62,1537.0,3,163
Tim,56,1529.0,4,163
Andy,55,1488.0,5,163
Nick,52,1475.0,6,163
Mikey,50,1421.0,7,163
Dove,44,1515.0,8,163
Karl,44,1418.0,9,163
John,40,1290.0,10,163
Andy,66,1594.0,1,164
Nick,64,1513.0,2,164
Mike,63,1551.0,3,164
Tim,56,1581.0,4,164
Sam,54,1438.0,5,164
Mikey,50,1495.0,6,164
John,49,1389.0,7,164
Karl,47,1527.0,8,164
Matt,47,1460.0,9,164
Dove,36,1422.0,10,164
Andy,66,1595.0,1,165
Mikey,61,1460.0,2,165
Matt,57,1671.0,3,165
Sam,57,1474.0,4,165
Tim,55,1447.0,5,165
John,52,1293.0,6,165
Mike,50,1406.0,7,165
Dove,49,1411.0,8,165
Nick,45,1450.0,9,165
Karl,41,1480.0,10,165
Mike,68,1540.0,1,166
Sam,63,1513.0,2,166
Tim,62,1624.0,3,166
Dove,62,1571.0,4,166
Andy,60,1589.0,5,166
Matt,50,1517.0,6,166
Karl,45,1482.0,7,166
Mikey,44,1406.0,8,166
Nick,43,1403.0,9,166
John,35,1277.0,10,166
Andy,59,1615.0,1,167
Dove,59,1613.0,2,167
Mike,59,1480.0,3,167
Sam,54,1463.0,4,167
Matt,53,1537.0,5,167
Tim,52,1620.0,6,167
Mikey,52,1463.0,7,167
John,52,1353.0,8,167
Nick,51,1438.0,9,167
Karl,42,1521.0,10,167
Andy,66,1626.0,1,168
Matt,60,1539.0,2,168
Mike,58,1447.0,3,168
Tim,55,1526.0,4,168
Mikey,55,1406.0,5,168
Sam,54,1508.0,6,168
Nick,54,1442.0,7,168
Dove,50,1566.0,8,168
John,49,1344.0,9,168
Karl,33,1462.0,10,168
Nick,70,1497.0,1,169
Matt,68,1597.0,2,169
Sam,66,1463.0,3,169
Tim,64,1562.0,4,169
John,49,1320.0,5,169
Dove,46,1490.0,6,169
Andy,45,1464.0,7,169
Karl,42,1476.0,8,169
Mikey,41,1386.0,9,169
Mike,41,1353.0,10,169
Sam,63,1472.0,1,170
Andy,61,1579.0,2,170
Nick,61,1465.0,3,170
Matt,59,1597.0,4,170
John,56,1371.0,5,170
Mike,52,1399.0,6,170
Mikey,49,1481.0,7,170
Karl,48,1487.0,8,170
Tim,42,1489.0,9,170
Dove,41,1528.0,10,170
Sam,67,1469.0,1,171
Andy,63,1595.0,2,171
Mikey,61,1500.0,3,171
Matt,58,1487.0,4,171
John,52,1388.0,5,171
Nick,51,1479.0,6,171
Dove,50,1483.0,7,171
Tim,47,1508.0,8,171
Mike,47,1404.0,9,171
Karl,34,1416.0,10,171
Matt,71,1620.0,1,172
Tim,70,1671.0,2,172
Mike,59,1426.0,3,172
Nick,58,1432.0,4,172
Andy,51,1519.0,5,172
John,49,1287.0,6,172
Sam,48,1402.0,7,172
Mikey,46,1454.0,8,172
Karl,41,1491.0,9,172
Dove,41,1463.0,10,172
Tim,67,1549.0,1,173
Matt,65,1665.0,2,173
Andy,57,1611.0,3,173
Mike,56,1443.0,4,173
Mikey,56,1422.0,5,173
Sam,55,1408.0,6,173
Nick,54,1400.0,7,173
John,47,1322.0,8,173
Dove,38,1387.0,9,173
Karl,38,1338.0,10,173
Andy,69,1718.0,1,174
Sam,63,1529.0,2,174
Tim,62,1579.0,3,174
Mikey,62,1423.0,4,174
Matt,59,1539.0,5,174
Mike,53,1430.0,6,174
Nick,46,1396.0,7,174
Karl,43,1491.0,8,174
Dove,39,1438.0,9,174
John,35,1223.0,10,174
Matt,63,1615.0,1,175
Andy,61,1654.0,2,175
Tim,61,1569.0,3,175
Sam,61,1512.0,4,175
Nick,57,1461.0,5,175
Karl,53,1533.0,6,175
Mike,47,1420.0,7,175
Dove,44,1503.0,8,175
Mikey,43,1423.0,9,175
John,43,1344.0,10,175
Matt,71,1653.0,1,176
Nick,66,1484.0,2,176
Andy,63,1630.0,3,176
Tim,62,1579.0,4,176
Mike,54,1492.0,5,176
Sam,52,1402.0,6,176
John,49,1339.0,7,176
Dove,48,1583.0,8,176
Mikey,37,1380.0,9,176
Karl,30,1500.0,10,176
Andy,66,1625.0,1,177
Tim,59,1540.0,2,177
Matt,59,1480.0,3,177
Sam,58,1424.0,4,177
Nick,54,1414.0,5,177
Mike,52,1466.0,6,177
Mikey,49,1467.0,7,177
John,47,1302.0,8,177
Dove,45,1487.0,9,177
Karl,44,1464.0,10,177
Sam,67,1514.0,1,178
Andy,61,1614.0,2,178
Nick,60,1517.0,3,178
Tim,58,1570.0,4,178
Matt,56,1583.0,5,178
Mike,53,1378.0,6,178
Dove,47,1473.0,7,178
John,47,1394.0,8,178
Karl,44,1503.0,9,178
Mikey,37,1403.0,10,178
Andy,70,1645.0,1,179
Matt,63,1611.0,2,179
Sam,60,1472.0,3,179
Tim,58,1580.0,4,179
Nick,55,1466.0,5,179
John,50,1297.0,6,179
Mike,48,1475.0,7,179
Dove,45,1431.0,8,179
Mikey,44,1414.0,9,179
Karl,37,1469.0,10,179
Tim,64,1563.0,1,180
Mikey,62,1406.0,2,180
Mike,61,1480.0,3,180
Matt,60,1618.0,4,180
Nick,56,1542.0,5,180
Sam,53,1393.0,6,180
John,49,1330.0,7,180
Andy,45,1513.0,8,180
Dove,44,1461.0,9,180
Karl,37,1501.0,10,180
Tim,67,1614.0,1,181
Andy,63,1562.0,2,181
Matt,59,1522.0,3,181
Dove,53,1462.0,4,181
Mikey,52,1459.0,5,181
John,52,1343.0,6,181
Sam,51,1420.0,7,181
Mike,49,1388.0,8,181
Nick,45,1442.0,9,181
Karl,44,1493.0,10,181
Matt,71,1625.0,1,182
Sam,63,1484.0,2,182
Tim,58,1525.0,3,182
Nick,57,1437.0,4,182
Dove,56,1529.0,5,182
Andy,54,1503.0,6,182
Mike,49,1453.0,7,182
John,45,1329.0,8,182
Karl,42,1555.0,9,182
Mikey,38,1368.0,10,182
Sam,65,1539.0,1,183
Tim,62,1569.0,2,183
Matt,56,1600.0,3,183
Mikey,55,1481.0,4,183
Andy,53,1532.0,5,183
Mike,53,1511.0,6,183
Nick,49,1466.0,7,183
Karl,48,1482.0,8,183
John,48,1312.0,9,183
Dove,41,1472.0,10,183
Matt,68,1620.0,1,184
Tim,67,1634.0,2,184
Mike,64,1517.0,3,184
Andy,60,1594.0,4,184
Mikey,55,1523.0,5,184
Nick,54,1529.0,6,184
Sam,54,1420.0,7,184
John,43,1265.0,8,184
Dove,39,1487.0,9,184
Karl,30,1438.0,10,184
Matt,71,1635.0,1,185
Mikey,61,1390.0,2,185
Andy,58,1616.0,3,185
Tim,58,1573.0,4,185
Mike,58,1454.0,5,185
Sam,52,1431.0,6,185
Karl,47,1472.0,7,185
John,46,1284.0,8,185
Nick,42,1455.0,9,185
Dove,41,1494.0,10,185
Tim,64,1511.0,1,186
Sam,60,1487.0,2,186
Andy,57,1664.0,3,186
Mike,56,1469.0,4,186
Matt,54,1488.0,5,186
Nick,54,1385.0,6,186
Mikey,52,1460.0,7,186
Karl,47,1455.0,8,186
John,46,1341.0,9,186
